"","new_id1","cond","Arial","Sans Forgetica"
"75","75","Low Test Expectancy",6.64722644044193,6.82967597942148
"76","76","Low Test Expectancy",7.32628633626892,7.41390800422776
"77","77","Low Test Expectancy",8.19406065126151,7.91243393545291
"78","78","High Test Expectancy",7.67743022953292,7.7496481222838
"79","79","Low Test Expectancy",6.61696125844178,6.88710181056202
"80","80","Low Test Expectancy",7.14792960706581,7.14425466902437
"81","81","High Test Expectancy",7.77819157338901,7.89657631597348
"82","82","High Test Expectancy",7.76074190939797,7.79044076854907
"83","83","Low Test Expectancy",7.93895292527917,7.88325780053119
"84","84","High Test Expectancy",6.93763697767183,6.88645186168766
"85","85","High Test Expectancy",7.87415904091717,7.96289493393157
"86","86","Low Test Expectancy",7.16928467048969,7.35340224601796
"87","87","High Test Expectancy",7.99736141635287,7.39375165333498
"88","88","Low Test Expectancy",7.0032354576573,7.15631358492067
"89","89","High Test Expectancy",7.42098135507036,7.52348395449348
"90","90","Low Test Expectancy",6.65172323918693,6.63814395132932
"91","91","High Test Expectancy",8.20253355311027,8.40515422677899
"92","92","High Test Expectancy",7.27345152780763,7.55834548245119
"93","93","High Test Expectancy",5.60580366435588,5.4192234563393
"94","94","High Test Expectancy",5.29076781583693,5.1717908689688
"95","95","High Test Expectancy",7.28212730866034,7.14913062051937
"96","96","High Test Expectancy",7.65332731254348,7.65462740277252
"97","97","High Test Expectancy",7.2378551038718,7.32350616952686
"98","98","High Test Expectancy",6.82391801593134,6.94514948736223
"99","99","High Test Expectancy",8.41023533310242,8.35377640942393
"100","100","Low Test Expectancy",7.30098705692443,7.35198191844661
"101","101","High Test Expectancy",8.36918080793929,8.28294345389165
"102","102","High Test Expectancy",7.73941338276201,7.71914429070885
"103","103","High Test Expectancy",7.08582054967647,7.11982663827751
"104","104","High Test Expectancy",6.61324776182105,6.71880252783035
"105","105","High Test Expectancy",8.5301278235546,8.46504698052726
"106","106","High Test Expectancy",7.24576533983918,7.33241838004902
"107","107","Low Test Expectancy",6.92851314328903,7.04784100582415
"108","108","Low Test Expectancy",7.01023859440954,7.03652434736714
"109","109","Low Test Expectancy",7.83834297961612,7.72284911201645
"110","110","High Test Expectancy",7.38561396501855,7.15308073951803
"111","111","Low Test Expectancy",6.62526121464385,6.72523740731611
"112","112","Low Test Expectancy",7.62509997403682,6.96725973829946
"113","113","Low Test Expectancy",7.76267662358989,7.38743847874671
"114","114","High Test Expectancy",8.21481275613102,8.23609406111835
"115","115","High Test Expectancy",7.74664995530646,7.76961736650851
"116","116","Low Test Expectancy",7.10016747660223,7.37600601691556
"117","117","Low Test Expectancy",6.97206224697462,7.11667328106149
"118","118","High Test Expectancy",8.32527651283063,8.53105390512699
"119","119","Low Test Expectancy",6.82546978692931,6.8650476250725
"120","120","Low Test Expectancy",6.24134763127323,6.27846559855726
"121","121","Low Test Expectancy",7.17384503789765,7.38816634397959
"122","122","High Test Expectancy",7.82362409618379,7.77430382776277
"123","123","Low Test Expectancy",7.56184428281802,7.55834674661617
"124","124","Low Test Expectancy",6.99880033435776,7.00616887175844
"125","125","Low Test Expectancy",6.78133415477226,6.87287721715201
"126","126","Low Test Expectancy",6.3863970448526,6.62535273191082
"127","127","Low Test Expectancy",7.30740706963016,7.18790050607083
"128","128","High Test Expectancy",7.41061198192299,7.37889935391746
"129","129","Low Test Expectancy",7.0623150552969,7.04915551889959
"130","130","Low Test Expectancy",6.98109477664768,6.99046584222104
"131","131","High Test Expectancy",6.67443183913946,6.70170895612181
"132","132","Low Test Expectancy",7.22972287594366,7.66436717064312
"133","133","High Test Expectancy",7.72506010646957,7.7480311231609
"134","134","Low Test Expectancy",6.73774881550109,7.03765560736923
"135","135","Low Test Expectancy",7.26977244699063,7.18822572161038
"136","136","High Test Expectancy",7.31268748932635,7.22399263858472
"137","137","Low Test Expectancy",7.37306495182829,7.57317438187544
"138","138","High Test Expectancy",8.39630859421305,8.49686786742194
"139","139","High Test Expectancy",7.1405061949302,7.29299391347808
"140","140","Low Test Expectancy",7.27196600533339,7.52934337079928
"141","141","High Test Expectancy",7.56717262596278,7.72004228215409
"142","142","High Test Expectancy",7.58847328267304,7.63937046328368
"143","143","Low Test Expectancy",7.18446826886322,7.26640570467963
"144","144","High Test Expectancy",7.19796392058718,7.11884791085606
"145","145","Low Test Expectancy",7.20327192670073,7.27820089462704
"146","146","High Test Expectancy",7.62372080480624,7.83302245787701
"147","147","High Test Expectancy",6.6994861411511,6.6911208949537
"148","148","High Test Expectancy",7.48442130303973,7.59680212773281
"149","149","High Test Expectancy",7.58509755764611,7.53383712443739
"150","150","High Test Expectancy",7.83333267539887,7.4579360642517
"151","151","High Test Expectancy",7.82299400850157,7.67730139541166
"152","152","Low Test Expectancy",7.72090592087384,7.72554776438276
"153","153","High Test Expectancy",7.23857207301597,7.35509335172901
"154","154","Low Test Expectancy",7.27984985429711,7.25244768709397
"155","155","High Test Expectancy",7.6285147528396,7.53581990056442
"156","156","Low Test Expectancy",6.49820307526262,6.54479607284599
"157","157","Low Test Expectancy",6.81927930202763,6.92841968835388
"158","158","High Test Expectancy",6.72689679183086,6.83625677126713
"159","159","High Test Expectancy",7.23152290170056,7.27282963264609
"160","160","Low Test Expectancy",6.35608580202911,6.65976907550152
"161","161","High Test Expectancy",8.43882525115939,8.56987839124363
"162","162","High Test Expectancy",7.79445985323324,7.83013010229143
"163","163","High Test Expectancy",7.35001006107294,7.40416676664563
"164","164","High Test Expectancy",6.86055448026228,7.06494100021963
"165","165","Low Test Expectancy",7.43243676811522,7.4390504459729
"166","166","High Test Expectancy",7.48539785064068,7.52177287061665
"167","167","Low Test Expectancy",6.54821284583658,6.76364135852322
"168","168","High Test Expectancy",6.90265851583383,7.01529308933504
"169","169","Low Test Expectancy",7.73487236465369,7.64013088541915
"170","170","High Test Expectancy",7.7707571100721,7.67149159334492
"171","171","High Test Expectancy",7.80169675795599,7.72388155366537
"172","172","Low Test Expectancy",8.97723484533101,9.07748429925654
"173","173","Low Test Expectancy",7.06336380017612,7.11407113412169
"174","174","Low Test Expectancy",7.22297334462938,7.24574029079192
"175","175","Low Test Expectancy",7.06943257015329,7.12966136324528
"176","176","Low Test Expectancy",7.35434630662033,7.33785606355347
"177","177","High Test Expectancy",7.29719577218268,7.56534350040397
"178","178","High Test Expectancy",7.316576092547,7.4423792241731
"179","179","High Test Expectancy",5.87547969781432,6.56742898755197
"180","180","Low Test Expectancy",6.81760073554631,6.93994378145818
"181","181","High Test Expectancy",5.73823014114184,6.08676344523426
"182","182","Low Test Expectancy",7.33905713192144,7.59581805151791
"183","183","High Test Expectancy",6.84611169521766,7.13438919515886
"184","184","Low Test Expectancy",6.97510244102539,7.14865713722385
"185","185","Low Test Expectancy",7.21701971989384,8.23133272008867
"186","186","Low Test Expectancy",6.89854375999051,7.10764032377477
"187","187","Low Test Expectancy",7.28835396218533,7.67203742089418
"188","188","Low Test Expectancy",7.69286873212612,7.51551193351867
"189","189","High Test Expectancy",7.87014936718526,8.0444881550574
"190","190","High Test Expectancy",7.85737726454394,7.84328268921981
"191","191","High Test Expectancy",8.45516751326966,8.65082771968394
"192","192","Low Test Expectancy",6.91495078823678,6.97447805203787
"193","193","Low Test Expectancy",6.6215603005754,6.66481947197365
"194","194","High Test Expectancy",7.8360999615577,7.72801619714253
"195","195","Low Test Expectancy",7.48752919682025,7.2826813773761
"196","196","Low Test Expectancy",6.64324146796143,6.86043066893722
"197","197","High Test Expectancy",7.66398054916981,7.84399570512457
"198","198","Low Test Expectancy",7.27285064262304,7.06976774043841
"199","199","High Test Expectancy",6.97035623533494,7.1256486808009
"200","200","High Test Expectancy",7.73694959070353,7.81526722780273
"201","201","High Test Expectancy",8.59127152424736,8.82040592756061
"202","202","High Test Expectancy",6.91341259505906,7.01376054304928
"203","203","High Test Expectancy",6.33896541475966,6.23201174551208
"204","204","High Test Expectancy",5.24342411150286,5.71598065698069
"205","205","High Test Expectancy",7.51971124374575,7.72414064284464
"206","206","Low Test Expectancy",5.97291651298693,5.93607212493391
"207","207","Low Test Expectancy",6.10956971716251,6.26912594121694
"208","208","Low Test Expectancy",5.65244703947037,5.99276350969678
"209","209","High Test Expectancy",7.82233932156482,7.7395252778366
"210","210","High Test Expectancy",7.06402242242628,6.93456801235429
"211","211","Low Test Expectancy",7.24590982125179,7.39445080831096
"212","212","High Test Expectancy",8.08938046357007,8.19746732119929
"213","213","Low Test Expectancy",6.77182057268022,7.00624046692564
"214","214","Low Test Expectancy",7.38874797589248,7.45366297646881
"215","215","High Test Expectancy",8.82667850649692,8.69035248203948
"216","216","High Test Expectancy",7.32314781333399,7.30674869373177
"217","217","Low Test Expectancy",7.90161456871293,7.62852445638336
"218","218","Low Test Expectancy",7.06227594026463,7.17658010932424
"219","219","Low Test Expectancy",6.81821161172659,7.04429190466772
"220","220","Low Test Expectancy",7.01049032573186,7.21658462856885
"221","221","High Test Expectancy",7.6214917140478,7.46479872976553
"222","222","Low Test Expectancy",6.9207370052628,7.03353631719133
"223","223","Low Test Expectancy",7.24113635015079,7.16477574800989
"224","224","High Test Expectancy",7.36903418499588,7.67978824828228
"225","225","Low Test Expectancy",5.37026699329935,5.28482362585487
"226","226","High Test Expectancy",7.18968859382853,7.32995247291558
"227","227","High Test Expectancy",7.43041751309442,7.56478474440751
"228","228","High Test Expectancy",7.08257186236636,6.9908693809706
"229","229","High Test Expectancy",7.70477972407407,7.82168659419422
"230","230","High Test Expectancy",7.81548314870679,7.78293392192133
"231","231","High Test Expectancy",6.907715749924,7.10000963753325
"232","232","Low Test Expectancy",6.94593292164824,7.23677688501496
