Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-85j6,branch-4ivo,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,imagefile,ANSWER,CUE, TARGET,font
11,1592803328911,22/06/2020 05:22:08,1592803327444,-7,21/06/2020 22:22:07,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,9,9,1,Screen 2,Zone2,continue_button,719,,,,,0,1,0,,,,,1,study,sheep-a.jpeg,,HERD,SHEEP,a
12,1592803329536,22/06/2020 05:22:09,1592803328069,-7,21/06/2020 22:22:08,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,21,10,1,Screen 2,Zone2,continue_button,615.9999999999982,,,,,0,1,0,,,,,1,study,blow-sf.jpeg,,WIND,BLOW,sf
13,1592803330193,22/06/2020 05:22:10,1592803328742,-7,21/06/2020 22:22:08,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,3,11,1,Screen 2,Zone2,continue_button,663,,,,,0,1,0,,,,,1,study,deaf-a.jpeg,,BLIND,DEAF,a
14,1592803331115,22/06/2020 05:22:11,1592803329646,-7,21/06/2020 22:22:09,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,6,12,1,Screen 2,Zone2,continue_button,892,,,,,0,1,0,,,,,1,study,boss-sf.jpeg,,EMPLOYEE,BOSS,sf
15,1592803331740,22/06/2020 05:22:11,1592803330279,-7,21/06/2020 22:22:10,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,17,13,1,Screen 2,Zone2,continue_button,624,,,,,0,1,0,,,,,1,study,apart-a.jpeg,,SEPARATE,APART,a
16,1592803333105,22/06/2020 05:22:13,1592803331640,-7,21/06/2020 22:22:11,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,12,14,1,Screen 2,Zone2,continue_button,1350,,,,,0,1,0,,,,,1,study,sharp-a.jpeg,,KNIFE,SHARP,a
17,1592803334082,22/06/2020 05:22:14,1592803332617,-7,21/06/2020 22:22:12,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,10,15,1,Screen 2,Zone2,continue_button,969,,,,,0,1,0,,,,,1,study,happiness-a.jpeg,,JOY,HAPPINESS,a
18,1592803335434,22/06/2020 05:22:15,1592803333971,-7,21/06/2020 22:22:13,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,2,16,1,Screen 2,Zone2,continue_button,1344,,,,,0,1,0,,,,,1,study,crash-sf.jpeg,,ACCIDENT,CRASH,sf
19,1592803336622,22/06/2020 05:22:16,1592803335155,-7,21/06/2020 22:22:15,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,18,17,1,Screen 2,Zone2,continue_button,1176,,,,,0,1,0,,,,,1,study,wheel-a.jpeg,,TIRE,WHEEL,a
20,1592803337793,22/06/2020 05:22:17,1592803336333,-7,21/06/2020 22:22:16,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,14,18,1,Screen 2,Zone2,continue_button,1168,,,,,0,1,0,,,,,1,study,article-sf.jpeg,,MAGAZINE,ARTICLE,sf
21,1592803339575,22/06/2020 05:22:19,1592803338102,-7,21/06/2020 22:22:18,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,15,19,1,Screen 2,Zone2,continue_button,1753,,,,,0,1,0,,,,,1,study,tense-sf.jpeg,,NERVOUS,TENSE,sf
22,1592803340781,22/06/2020 05:22:20,1592803339319,-7,21/06/2020 22:22:19,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,8,20,1,Screen 2,Zone2,continue_button,1209,,,,,0,1,0,,,,,1,study,protect-a.jpeg,,GUARD,PROTECT,a
23,1592803354062,22/06/2020 05:22:34,1592803352592,-7,21/06/2020 22:22:32,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,22,1,1,Screen 1,Zone2,response_text_entry,13260.999999999996,,,60,,0,1,0,,,,,,JOLs,,,,,
24,1592803354248,22/06/2020 05:22:34,1592803352594,-7,21/06/2020 22:22:32,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,22,1,1,Screen 1,Zone5,continue_button,13260.999999999996,,,,,0,1,0,,,,,,JOLs,,,,,
25,1592803359630,22/06/2020 05:22:39,1592803358168,-7,21/06/2020 22:22:38,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,22,1,2,Screen 2,Zone2,response_text_entry,5567,,,60,,0,1,0,,,,,,JOLs,,,,,
26,1592803359864,22/06/2020 05:22:39,1592803358169,-7,21/06/2020 22:22:38,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,22,1,2,Screen 2,Zone5,continue_button,5567,,,,,0,1,0,,,,,,JOLs,,,,,
27,1592803364990,22/06/2020 05:22:44,1592803363527,-7,21/06/2020 22:22:43,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,23,1,1,Screen 1,advancementZone,continue_button,5348,,,,,0,1,0,,,,,,testinstruc,,,,,
28,1592803367650,22/06/2020 05:22:47,1592803366185,-7,21/06/2020 22:22:46,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,43,1,1,Screen 2,Zone2,response_text_entry,2649,,,blow,1,0,1,0,,,,,2,test,blow-sf.jpeg,,WIND,BLOW,sf
29,1592803369799,22/06/2020 05:22:49,1592803368335,-7,21/06/2020 22:22:48,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,33,2,1,Screen 2,Zone2,response_text_entry,2139,,,,1,0,1,0,,,,,2,test,destory-sf.jpeg,,KILL,DESTROY,sf
30,1592803371288,22/06/2020 05:22:51,1592803369836,-7,21/06/2020 22:22:49,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,37,3,1,Screen 2,Zone2,response_text_entry,1492,,,tense,1,0,1,0,,,,,2,test,tense-sf.jpeg,,NERVOUS,TENSE,sf
31,1592803373662,22/06/2020 05:22:53,1592803372209,-7,21/06/2020 22:22:52,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,28,4,1,Screen 2,Zone2,response_text_entry,2362,,,boss,1,0,1,0,,,,,2,test,boss-sf.jpeg,,EMPLOYEE,BOSS,sf
32,1592803374928,22/06/2020 05:22:54,1592803373477,-7,21/06/2020 22:22:53,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,27,5,1,Screen 2,Zone2,response_text_entry,1258,,,,1,0,1,0,,,,,2,test,swim-sf.jpeg,,DIVE,SWIM,sf
33,1592803377245,22/06/2020 05:22:57,1592803375780,-7,21/06/2020 22:22:55,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,38,6,1,Screen 2,Zone2,response_text_entry,2292,,,trail,1,0,1,0,,,,,2,test,trail-sf.jpeg,,PATH,TRAIL,sf
34,1592803379614,22/06/2020 05:22:59,1592803378153,-7,21/06/2020 22:22:58,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,35,7,1,Screen 2,Zone2,response_text_entry,2362,,,contact,1,0,1,0,,,,,2,test,contact-sf.jpeg,,LENS,CONTACT,sf
35,1592803380708,22/06/2020 05:23:00,1592803379250,-7,21/06/2020 22:22:59,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,32,8,1,Screen 2,Zone2,response_text_entry,1084.9999999999854,,,,1,0,1,0,,,,,2,test,happiness-a.jpeg,,JOY,HAPPINESS,a
36,1592803381692,22/06/2020 05:23:01,1592803380237,-7,21/06/2020 22:23:00,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,26,9,1,Screen 2,Zone2,response_text_entry,976,,,,1,0,1,0,,,,,2,test,potato-a.jpeg,,CHIP,POTATO,a
37,1592803383251,22/06/2020 05:23:03,1592803381786,-7,21/06/2020 22:23:01,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,25,10,1,Screen 2,Zone2,response_text_entry,1539,,,,1,0,1,0,,,,,2,test,deaf-a.jpeg,,BLIND,DEAF,a
38,1592803384206,22/06/2020 05:23:04,1592803382744,-7,21/06/2020 22:23:02,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,40,11,1,Screen 2,Zone2,response_text_entry,947,,,,1,0,1,0,,,,,2,test,wheel-a.jpeg,,TIRE,WHEEL,a
39,1592803385316,22/06/2020 05:23:05,1592803383866,-7,21/06/2020 22:23:03,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,30,12,1,Screen 2,Zone2,response_text_entry,1112,,,,1,0,1,0,,,,,2,test,protect-a.jpeg,,GUARD,PROTECT,a
40,1592803387498,22/06/2020 05:23:07,1592803386048,-7,21/06/2020 22:23:06,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,31,13,1,Screen 2,Zone2,response_text_entry,2172,,,sheep,1,0,1,0,,,,,2,test,sheep-a.jpeg,,HERD,SHEEP,a
41,1592803388390,22/06/2020 05:23:08,1592803386926,-7,21/06/2020 22:23:06,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,34,14,1,Screen 2,Zone2,response_text_entry,867.9999999999854,,,,1,0,1,0,,,,,2,test,sharp-a.jpeg,,KNIFE,SHARP,a
42,1592803389343,22/06/2020 05:23:09,1592803387882,-7,21/06/2020 22:23:07,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,41,15,1,Screen 2,Zone2,response_text_entry,945,,,,1,0,1,0,,,,,2,test,patience-sf.jpeg,,VIRTUE,PATIENCE,sf
43,1592803390329,22/06/2020 05:23:10,1592803388870,-7,21/06/2020 22:23:08,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,36,16,1,Screen 2,Zone2,response_text_entry,978,,,,1,0,1,0,,,,,2,test,article-sf.jpeg,,MAGAZINE,ARTICLE,sf
44,1592803391609,22/06/2020 05:23:11,1592803390132,-7,21/06/2020 22:23:10,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,29,17,1,Screen 2,Zone2,response_text_entry,1251,,,,1,0,1,0,,,,,2,test,yard-a.jpeg,,FENCE,YARD,a
45,1592803392720,22/06/2020 05:23:12,1592803391260,-7,21/06/2020 22:23:11,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,24,18,1,Screen 2,Zone2,response_text_entry,1117,,,,1,0,1,0,,,,,2,test,crash-sf.jpeg,,ACCIDENT,CRASH,sf
46,1592803394174,22/06/2020 05:23:14,1592803392717,-7,21/06/2020 22:23:12,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,42,19,1,Screen 2,Zone2,response_text_entry,1448,,,,1,0,1,0,,,,,2,test,candle-a.jpeg,,WAX,CANDLE,a
47,1592803396190,22/06/2020 05:23:16,1592803394723,-7,21/06/2020 22:23:14,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,Spreadsheet1,39,20,1,Screen 2,Zone2,response_text_entry,1998,,,,1,0,1,0,,,,,2,test,apart-a.jpeg,,SEPARATE,APART,a
48,1592803396377,22/06/2020 05:23:16,1592803394726,-7,21/06/2020 22:23:14,20464,5,task-tfoj,,5727251,BLIND,1599993,,complete,,5ef03fd4a38318561d3fae68,computer,Desktop or Laptop,Mac OS 10.15.5,Safari 13.1.1,1366x768,1266x657,,Recog,4,SH1,I consent,,,END TASK,,,,,81727,,,,,0,1,0,,,,,,,,,,,
1,1592803316889,22/06/2020 05:21:56,1592803316661,-5,22/06/2020 00:21:56,20464,5,task-tfoj,,5727254,BLIND,1599992,,complete,,5ef03fd27fea355573279042,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4178.0,1536x864,1536x763,,Recog,4,SH1,I consent,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,
2,1592803326891,22/06/2020 05:22:06,1592803326730,-5,22/06/2020 00:22:06,20464,5,task-tfoj,,5727254,BLIND,1599992,,complete,,5ef03fd27fea355573279042,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4178.0,1536x864,1536x763,,Recog,4,SH1,I consent,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,10034.809999997378,,,,,0,1,0,,,,,,introduction,,,,,
3,1592803330177,22/06/2020 05:22:10,1592803330029,-5,22/06/2020 00:22:10,20464,5,task-tfoj,,5727254,BLIND,1599992,,complete,,5ef03fd27fea355573279042,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4178.0,1536x864,1536x763,,Recog,4,SH1,I consent,Spreadsheet1,9,1,1,Screen 2,Zone2,continue_button,3288.795000000391,,,,,0,1,0,,,,,1,study,sheep-a.jpeg,,HERD,SHEEP,a
4,1592803333707,22/06/2020 05:22:13,1592803333539,-5,22/06/2020 00:22:13,20464,5,task-tfoj,,5727254,BLIND,1599992,,complete,,5ef03fd27fea355573279042,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4178.0,1536x864,1536x763,,Recog,4,SH1,I consent,Spreadsheet1,16,2,1,Screen 2,Zone2,continue_button,3499.405000002298,,,,,0,1,0,,,,,1,study,trail-sf.jpeg,,PATH,TRAIL,sf
5,1592803337621,22/06/2020 05:22:17,1592803337472,-5,22/06/2020 00:22:17,20464,5,task-tfoj,,5727254,BLIND,1599992,,complete,,5ef03fd27fea355573279042,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4178.0,1536x864,1536x763,,Recog,4,SH1,I consent,Spreadsheet1,19,3,1,Screen 2,Zone2,continue_button,3926.2949999974808,,,,,0,1,0,,,,,1,study,patience-sf.jpeg,,VIRTUE,PATIENCE,sf
6,1592803341422,22/06/2020 05:22:21,1592803341264,-5,22/06/2020 00:22:21,20464,5,task-tfoj,,5727254,BLIND,1599992,,complete,,5ef03fd27fea355573279042,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4178.0,1536x864,1536x763,,Recog,4,SH1,I consent,Spreadsheet1,6,4,1,Screen 2,Zone2,continue_button,3783.930000001419,,,,,0,1,0,,,,,1,study,boss-sf.jpeg,,EMPLOYEE,BOSS,sf
7,1592803345142,22/06/2020 05:22:25,1592803344997,-5,22/06/2020 00:22:24,20464,5,task-tfoj,,5727254,BLIND,1599992,,complete,,5ef03fd27fea355573279042,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4178.0,1536x864,1536x763,,Recog,4,SH1,I consent,Spreadsheet1,21,5,1,Screen 2,Zone2,continue_button,3725.8199999996577,,,,,0,1,0,,,,,1,study,blow-sf.jpeg,,WIND,BLOW,sf
8,1592803348861,22/06/2020 05:22:28,1592803348719,-5,22/06/2020 00:22:28,20464,5,task-tfoj,,5727254,BLIND,1599992,,complete,,5ef03fd27fea355573279042,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4178.0,1536x864,1536x763,,Recog,4,SH1,I consent,Spreadsheet1,13,6,1,Screen 2,Zone2,continue_button,3716.3949999994657,,,,,0,1,0,,,,,1,study,contact-sf.jpeg,,LENS,CONTACT,sf
9,1592803352126,22/06/2020 05:22:32,1592803351975,-5,22/06/2020 00:22:31,20464,5,task-tfoj,,5727254,BLIND,1599992,,complete,,5ef03fd27fea355573279042,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4178.0,1536x864,1536x763,,Recog,4,SH1,I consent,Spreadsheet1,7,7,1,Screen 2,Zone2,continue_button,3248.169999998936,,,,,0,1,0,,,,,1,study,yard-a.jpeg,,FENCE,YARD,a
10,1592803356456,22/06/2020 05:22:36,1592803356310,-5,22/06/2020 00:22:36,20464,5,task-tfoj,,5727254,BLIND,1599992,,complete,,5ef03fd27fea355573279042,computer,Desktop or Laptop,Windows 10,Chrome 85.0.4178.0,1536x864,1536x763,,Recog,4,SH1,I consent,Spreadsheet1,8,8,1,Screen 2,Zone2,continue_button,4327.7799999996205,,,,,0,1,0,,,,,1,study,protect-a.jpeg,,GUARD,PROTECT,a
