"","id","cond","flu","SF","totalCorrect","ArialProp","SFProp","totalProp","totalArialProp","totalSFProp"
"220","5fda666c8ffdad47d686f05d","self-paced",2,3,5,0.166666666666667,0.25,0.208333333333333,0.0833333333333333,0.125
"221","5fdb7dac4c7aaa9095ca1f4f","self-paced",0,0,0,0,0,0,0,0
"222","5fdba0fa8929f002d77a2aef","self-paced",1,2,3,0.0833333333333333,0.166666666666667,0.125,0.0416666666666667,0.0833333333333333
"223","5fdbae0584b3a90525410347","self-paced",11,5,16,0.916666666666667,0.416666666666667,0.666666666666667,0.458333333333333,0.208333333333333
"224","5fdbbf7fbd6f23087929ced8","self-paced",4,2,6,0.333333333333333,0.166666666666667,0.25,0.166666666666667,0.0833333333333333
"225","5fdbc71383f6af04b9a041ad","self-paced",0,0,0,0,0,0,0,0
"226","5fe15765ead1703dc4921466","self-paced",12,12,24,1,1,1,0.5,0.5
"227","5fe3a3658bcb1f09395ae454","self-paced",10,9,19,0.833333333333333,0.75,0.791666666666667,0.416666666666667,0.375
"228","5fe4bc4c5474cd26200e2e01","self-paced",1,4,5,0.0833333333333333,0.333333333333333,0.208333333333333,0.0416666666666667,0.166666666666667
"229","5fe6c6d0d4f1e4025106537b","self-paced",4,5,9,0.333333333333333,0.416666666666667,0.375,0.166666666666667,0.208333333333333
"230","5fe904bfeed16d83193f03a6","timed",2,2,4,0.166666666666667,0.166666666666667,0.166666666666667,0.0833333333333333,0.0833333333333333
"231","5fe92034eb52708677664918","self-paced",4,3,7,0.333333333333333,0.25,0.291666666666667,0.166666666666667,0.125
"232","5fe95a890d786d3acd6efd81","self-paced",1,1,2,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0416666666666667,0.0416666666666667
