"","participant_private_id","condition1","testexpect","cr","fa","hit","miss","hr","zhr","zfa","dprime"
"438",1690680,"Sans Forgetica","high",36,0.234042553191489,30,17,0.638297872340426,0.353912771664911,-0.725598230194562,1.07951100185947
"439",1690683,"Arial","high",38,0.191489361702128,24,23,0.51063829787234,0.0266694193761598,-0.87242104571719,0.89909046509335
"440",1690683,"Sans Forgetica","high",27,0.425531914893617,32,15,0.680851063829787,0.470079986348763,-0.187761229176118,0.657841215524881
"441",1690684,"Arial","high",17,0.638297872340426,36,11,0.765957446808511,0.725598230194562,0.353912771664911,0.371685458529651
"442",1690684,"Sans Forgetica","high",19,0.595744680851064,44,3,0.936170212765957,1.52339635071863,0.242347851741802,1.28104849897683
"443",1690690,"Arial","high",29,0.382978723404255,32,15,0.680851063829787,0.470079986348763,-0.297666850186396,0.767746836535159
"444",1690690,"Sans Forgetica","high",15,0.680851063829787,37,10,0.787234042553192,0.796860738826714,0.470079986348763,0.326780752477951
"445",1690691,"Arial","high",45,0.0425531914893617,22,25,0.468085106382979,-0.0800842957968131,-1.72179653240106,1.64171223660425
"446",1690691,"Sans Forgetica","high",34,0.276595744680851,37,10,0.787234042553192,0.796860738826714,-0.592984553981632,1.38984529280835
"447",1690695,"Arial","high",32,0.319148936170213,33,14,0.702127659574468,0.530529760189066,-0.470079986348763,1.00060974653783
"448",1690695,"Sans Forgetica","high",23,0.51063829787234,40,7,0.851063829787234,1.04100691175612,0.0266694193761598,1.01433749237996
"449",1690696,"Arial","high",46,0.0212765957446809,27,20,0.574468085106383,0.187761229176118,-2.02806914493391,2.21583037411002
"450",1690696,"Sans Forgetica","high",44,0.0638297872340425,38,9,0.808510638297872,0.872421045717189,-1.52339635071863,2.39581739643582
"451",1690699,"Arial","high",31,0.340425531914894,24,23,0.51063829787234,0.0266694193761598,-0.411302053760771,0.437971473136931
"452",1690699,"Sans Forgetica","high",25,0.468085106382979,25,22,0.531914893617021,0.0800842957968131,-0.0800842957968131,0.160168591593626
"453",1690700,"Arial","high",40,0.148936170212766,19,28,0.404255319148936,-0.242347851741802,-1.04100691175612,0.798659060014315
"454",1690700,"Sans Forgetica","high",38,0.191489361702128,27,20,0.574468085106383,0.187761229176118,-0.87242104571719,1.06018227489331
"455",1690704,"Arial","high",40,0.148936170212766,2,45,0.0425531914893617,-1.72179653240106,-1.04100691175612,-0.680789620644943
"456",1690704,"Sans Forgetica","high",39,0.170212765957447,22,25,0.468085106382979,-0.0800842957968131,-0.953324795893626,0.873240500096813
"457",1690708,"Arial","high",43,0.0851063829787234,12,35,0.25531914893617,-0.657844124431858,-1.37152047280283,0.713676348370974
"458",1690708,"Sans Forgetica","high",39,0.170212765957447,26,21,0.553191489361702,0.133728811791069,-0.953324795893626,1.0870536076847
"459",1690946,"Arial","high",40,0.148936170212766,32,15,0.680851063829787,0.470079986348763,-1.04100691175612,1.51108689810488
"460",1690946,"Sans Forgetica","high",35,0.25531914893617,31,16,0.659574468085106,0.411302053760771,-0.657844124431858,1.06914617819263
"461",1690957,"Arial","high",45,0.0425531914893617,17,30,0.361702127659574,-0.353912771664911,-1.72179653240106,1.36788376073615
"462",1690957,"Sans Forgetica","high",37,0.212765957446809,22,25,0.468085106382979,-0.0800842957968131,-0.796860738826714,0.716776443029901
